ranking_home,ranking_away,mean_points_per_match_tot_home,mean_points_per_match_tot_away,mean_points_per_match_in_location_home,mean_points_per_match_in_location_away,matches_won_tot_home,matches_won_tot_away,mean_shots_home,mean_shots_away,mean_shot_on_target_home,mean_shot_on_target_away,mean_fouls_home,mean_fouls_away,mean_yellow_cards_home,mean_yellow_cards_away,score_home,score_away,winners
7.0,10.0,1.4814814814814814,1.0740740740740742,1.5714285714285714,1.0769230769230769,0.5555555555555556,0.37037037037037035,13.592592592592593,10.777777777777779,4.62962962962963,3.4074074074074074,14.555555555555555,15.0,2.1481481481481484,2.259259259259259,3.0,1.0,H
0.0,2.0,2.1481481481481484,2.2962962962962963,2.8461538461538463,2.4615384615384617,0.7037037037037037,0.6296296296296297,17.444444444444443,17.62962962962963,5.888888888888889,7.111111111111111,13.0,9.925925925925926,1.8518518518518519,1.5555555555555556,1.0,2.0,A
7.0,11.0,1.2592592592592593,1.037037037037037,1.5714285714285714,1.0,0.37037037037037035,0.07407407407407407,14.333333333333334,11.62962962962963,4.555555555555555,3.888888888888889,14.555555555555555,14.0,2.0,2.2962962962962963,3.0,1.0,H
7.0,6.0,1.5555555555555556,1.6296296296296295,1.5384615384615385,1.6428571428571428,0.5925925925925926,0.4074074074074074,14.555555555555555,15.037037037037036,5.111111111111111,5.555555555555555,15.777777777777779,14.592592592592593,2.185185185185185,2.5555555555555554,0.0,0.0,D
14.0,5.0,0.8888888888888888,1.7407407407407407,0.8571428571428571,1.8461538461538463,0.25925925925925924,0.5925925925925926,11.444444444444445,15.444444444444445,3.925925925925926,5.666666666666667,12.25925925925926,14.555555555555555,2.111111111111111,2.259259259259259,0.0,2.0,A
4.0,3.0,1.3333333333333333,1.7037037037037037,2.0,1.2857142857142858,0.3333333333333333,0.5925925925925926,10.148148148148149,17.40740740740741,4.2592592592592595,5.703703703703703,14.407407407407407,14.222222222222221,2.814814814814815,1.9259259259259258,1.0,5.0,A
13.0,8.0,0.7777777777777778,1.2962962962962963,1.0,1.5,0.1111111111111111,0.3333333333333333,10.25925925925926,11.88888888888889,3.185185185185185,4.333333333333333,16.0,14.0,2.2222222222222223,2.3333333333333335,0.0,0.0,D
15.0,10.0,0.5555555555555556,1.1111111111111112,0.6428571428571429,0.8571428571428571,0.18518518518518517,0.25925925925925924,8.037037037037036,12.0,2.7037037037037037,4.074074074074074,13.518518518518519,16.962962962962962,2.925925925925926,2.4074074074074074,0.0,2.0,A
2.0,11.0,1.8888888888888888,0.8518518518518519,2.4615384615384617,1.1428571428571428,0.37037037037037035,0.1111111111111111,15.0,9.777777777777779,4.962962962962963,3.111111111111111,16.14814814814815,15.074074074074074,2.185185185185185,2.5925925925925926,3.0,1.0,H
9.0,1.0,1.0740740740740742,2.074074074074074,1.3571428571428572,1.5384615384615385,0.2962962962962963,0.8148148148148148,11.444444444444445,15.074074074074074,4.0,5.7407407407407405,13.25925925925926,13.518518518518519,2.2222222222222223,2.037037037037037,1.0,1.0,D
0.0,7.0,2.0714285714285716,1.4642857142857142,2.533333333333333,1.3571428571428572,0.8214285714285714,0.5357142857142857,15.392857142857142,13.321428571428571,5.928571428571429,4.535714285714286,13.321428571428571,14.785714285714286,2.0714285714285716,2.2142857142857144,2.0,1.0,H
10.0,7.0,1.0714285714285714,1.25,1.2857142857142858,0.9285714285714286,0.25,0.39285714285714285,11.821428571428571,14.285714285714286,4.035714285714286,4.535714285714286,16.928571428571427,14.25,2.4642857142857144,2.0714285714285716,0.0,1.0,A
10.0,16.0,1.1785714285714286,0.5357142857142857,1.2666666666666666,0.42857142857142855,0.39285714285714285,0.17857142857142858,10.857142857142858,8.178571428571429,3.607142857142857,2.75,15.035714285714286,13.678571428571429,2.1785714285714284,2.857142857142857,4.0,0.0,H
7.0,5.0,1.6071428571428572,1.2857142857142858,1.5714285714285714,0.6666666666666666,0.42857142857142855,0.32142857142857145,15.428571428571429,10.214285714285714,5.678571428571429,4.285714285714286,14.357142857142858,14.178571428571429,2.5357142857142856,2.75,1.0,0.0,H
2.0,7.0,1.8928571428571428,1.5357142857142858,2.5,1.5333333333333334,0.6071428571428571,0.5714285714285714,17.214285714285715,14.392857142857142,5.785714285714286,5.035714285714286,14.392857142857142,15.785714285714286,1.9642857142857142,2.25,7.0,1.0,H
3.0,14.0,2.3214285714285716,0.75,2.2,0.5,0.6428571428571429,0.10714285714285714,17.535714285714285,10.107142857142858,7.071428571428571,3.142857142857143,9.928571428571429,15.785714285714286,1.5357142857142858,2.25,3.0,0.0,H
12.0,1.0,0.8214285714285714,2.1785714285714284,0.5,1.6,0.10714285714285714,0.7142857142857143,9.75,17.357142857142858,3.107142857142857,5.857142857142857,14.964285714285714,12.964285714285714,2.5714285714285716,1.8928571428571428,0.0,3.0,A
13.0,10.0,1.0357142857142858,1.1428571428571428,1.0714285714285714,0.9285714285714286,0.07142857142857142,0.32142857142857145,11.642857142857142,11.392857142857142,3.857142857142857,4.071428571428571,13.928571428571429,13.285714285714286,2.2857142857142856,2.25,1.0,3.0,A
9.0,15.0,1.25,0.8928571428571429,1.0,0.9285714285714286,0.32142857142857145,0.2857142857142857,11.928571428571429,11.428571428571429,4.357142857142857,3.8214285714285716,14.214285714285714,12.357142857142858,2.357142857142857,2.2142857142857144,0.0,1.0,A
5.0,4.0,1.7857142857142858,1.8571428571428572,1.7333333333333334,1.3333333333333333,0.6071428571428571,0.35714285714285715,15.714285714285714,14.678571428571429,5.642857142857143,4.857142857142857,14.75,15.964285714285714,2.2857142857142856,2.142857142857143,3.0,1.0,H
6.0,10.0,1.4482758620689655,1.0344827586206897,1.5333333333333334,0.8,0.5517241379310345,0.2413793103448276,13.551724137931034,11.689655172413794,4.551724137931035,3.9655172413793105,14.517241379310345,16.82758620689655,2.1724137931034484,2.4482758620689653,1.0,0.0,H
3.0,2.0,1.8620689655172413,1.896551724137931,2.4285714285714284,1.3333333333333333,0.3448275862068966,0.5862068965517241,14.758620689655173,17.275862068965516,4.862068965517241,5.724137931034483,16.06896551724138,14.241379310344827,2.103448275862069,1.896551724137931,2.0,2.0,D
6.0,12.0,1.5862068965517242,1.0,1.6428571428571428,0.9333333333333333,0.5862068965517241,0.06896551724137931,14.517241379310345,11.448275862068966,5.103448275862069,3.7586206896551726,15.89655172413793,13.96551724137931,2.2413793103448274,2.2758620689655173,3.0,0.0,H
11.0,8.0,1.0,1.1724137931034482,1.0666666666666667,1.0714285714285714,0.3103448275862069,0.3793103448275862,11.655172413793103,10.862068965517242,3.8620689655172415,3.6206896551724137,12.586206896551724,15.068965517241379,2.206896551724138,2.206896551724138,4.0,1.0,H
4.0,4.0,1.2413793103448276,1.7241379310344827,1.8571428571428572,1.7142857142857142,0.3103448275862069,0.5862068965517241,10.0,15.655172413793103,4.172413793103448,5.586206896551724,14.068965517241379,14.724137931034482,2.7586206896551726,2.2758620689655173,0.0,0.0,D
13.0,5.0,0.7241379310344828,1.5862068965517242,0.9333333333333333,1.6,0.10344827586206896,0.4482758620689655,10.137931034482758,15.827586206896552,3.0689655172413794,5.827586206896552,15.793103448275861,14.344827586206897,2.206896551724138,2.4827586206896552,0.0,1.0,A
14.0,2.0,0.5862068965517241,2.3448275862068964,0.7333333333333333,2.5,0.1724137931034483,0.6551724137931034,8.241379310344827,17.310344827586206,2.793103448275862,7.0344827586206895,14.068965517241379,10.137931034482758,2.8620689655172415,1.6206896551724137,2.0,3.0,A
0.0,7.0,2.206896551724138,1.2413793103448276,2.857142857142857,1.4666666666666666,0.7241379310344828,0.3103448275862069,17.517241379310345,11.827586206896552,5.931034482758621,4.344827586206897,12.724137931034482,14.03448275862069,1.8620689655172413,2.3448275862068964,3.0,1.0,H
7.0,1.0,1.206896551724138,2.0344827586206895,1.4666666666666666,1.5,0.3793103448275862,0.8275862068965517,14.137931034482758,15.172413793103448,4.551724137931035,5.896551724137931,13.96551724137931,13.206896551724139,2.0344827586206895,2.0344827586206895,0.0,1.0,A
6.0,10.0,1.2413793103448276,0.8275862068965517,1.5333333333333334,1.1333333333333333,0.3448275862068966,0.10344827586206896,11.448275862068966,9.620689655172415,4.275862068965517,3.0689655172413794,13.379310344827585,15.137931034482758,2.2758620689655173,2.5517241379310347,4.0,1.0,H
0.0,14.0,2.2,0.5666666666666667,2.8,0.4,0.7333333333333333,0.16666666666666666,17.6,8.366666666666667,5.9,2.8,12.866666666666667,13.8,1.8,2.8,2.0,0.0,H
7.0,4.0,1.2333333333333334,1.7333333333333334,1.0,1.7333333333333334,0.3,0.6,11.733333333333333,15.533333333333333,4.3,5.533333333333333,14.0,14.633333333333333,2.3333333333333335,2.3333333333333335,1.0,2.0,A
9.0,13.0,1.1666666666666667,0.7666666666666667,1.25,0.6,0.36666666666666664,0.13333333333333333,11.033333333333333,10.333333333333334,3.6333333333333333,3.2,14.866666666666667,15.566666666666666,2.2,2.2,1.0,2.0,A
6.0,12.0,1.5666666666666667,0.9666666666666667,1.5333333333333334,0.8666666666666667,0.4666666666666667,0.3,15.9,11.433333333333334,5.833333333333333,3.7666666666666666,14.266666666666667,12.6,2.5,2.2,1.0,0.0,H
10.0,4.0,1.0,1.7,1.2,1.75,0.23333333333333334,0.6,11.566666666666666,14.766666666666667,3.966666666666667,5.366666666666666,16.733333333333334,15.9,2.466666666666667,2.2,0.0,5.0,A
3.0,1.0,2.3,2.0,2.125,1.4666666666666666,0.6333333333333333,0.8,17.3,14.8,6.933333333333334,5.733333333333333,10.166666666666666,13.066666666666666,1.6,1.9666666666666666,1.0,1.0,D
11.0,5.0,0.8333333333333334,1.3,0.5333333333333333,0.8125,0.1,0.3333333333333333,9.766666666666667,10.233333333333333,3.1333333333333333,4.333333333333333,15.066666666666666,14.1,2.566666666666667,2.7,1.0,3.0,A
12.0,7.0,1.0,1.4333333333333333,1.0666666666666667,1.3333333333333333,0.06666666666666667,0.5333333333333333,11.333333333333334,13.966666666666667,3.7333333333333334,4.566666666666666,14.366666666666667,14.333333333333334,2.3666666666666667,2.2,1.0,1.0,D
2.0,7.0,1.8666666666666667,1.2666666666666666,2.4,1.0,0.3333333333333333,0.3333333333333333,15.0,11.333333333333334,4.933333333333334,4.233333333333333,16.0,13.466666666666667,2.066666666666667,2.3,2.0,2.0,D
2.0,8.0,1.8666666666666667,1.2333333333333334,2.4,1.0,0.5666666666666667,0.4,17.3,14.033333333333333,5.7,4.5,14.233333333333333,13.9,1.9,1.9666666666666666,1.0,2.0,A
4.0,7.0,1.6774193548387097,1.2258064516129032,1.6,1.4375,0.5806451612903226,0.2903225806451613,14.870967741935484,11.483870967741936,5.419354838709677,4.225806451612903,15.806451612903226,14.03225806451613,2.225806451612903,2.3870967741935485,1.0,1.0,D
14.0,12.0,0.5806451612903226,1.0,0.75,0.9375,0.16129032258064516,0.06451612903225806,8.548387096774194,11.419354838709678,2.838709677419355,3.7419354838709675,13.838709677419354,14.387096774193548,2.774193548387097,2.3870967741935485,1.0,1.0,D
1.0,9.0,2.0,1.1290322580645162,2.5,1.0,0.8064516129032258,0.3548387096774194,14.870967741935484,11.0,5.741935483870968,3.6129032258064515,12.903225806451612,14.774193548387096,1.935483870967742,2.193548387096774,2.0,0.0,H
12.0,0.0,0.9354838709677419,2.225806451612903,1.0,1.6875,0.2903225806451613,0.7419354838709677,11.483870967741936,17.387096774193548,3.774193548387097,5.870967741935484,12.64516129032258,12.741935483870968,2.225806451612903,1.8064516129032258,0.0,3.0,A
4.0,3.0,1.3225806451612903,1.903225806451613,1.8666666666666667,1.4375,0.3225806451612903,0.3548387096774194,10.225806451612904,14.935483870967742,4.258064516129032,4.935483870967742,14.35483870967742,15.903225806451612,2.6774193548387095,2.096774193548387,2.0,3.0,A
12.0,3.0,0.8064516129032258,1.8387096774193548,1.0,1.3125,0.16129032258064516,0.5483870967741935,10.387096774193548,17.29032258064516,3.3225806451612905,5.645161290322581,15.548387096774194,14.225806451612904,2.2580645161290325,1.903225806451613,2.0,1.0,H
6.0,2.0,1.6774193548387097,2.3225806451612905,1.625,2.533333333333333,0.5806451612903226,0.6451612903225806,15.580645161290322,17.129032258064516,5.516129032258065,6.935483870967742,14.483870967741936,10.064516129032258,2.3548387096774195,1.6451612903225807,0.0,3.0,A
5.0,11.0,1.5161290322580645,0.8064516129032258,1.6875,1.0625,0.5483870967741935,0.0967741935483871,13.96774193548387,9.709677419354838,4.741935483870968,3.096774193548387,14.193548387096774,15.03225806451613,2.161290322580645,2.5483870967741935,4.0,0.0,H
7.0,6.0,1.2580645161290323,1.5806451612903225,1.5,1.625,0.3870967741935484,0.45161290322580644,13.903225806451612,16.0,4.483870967741935,5.774193548387097,14.064516129032258,14.290322580645162,1.967741935483871,2.4516129032258065,2.0,2.0,D
6.0,10.0,1.3225806451612903,0.967741935483871,1.625,0.75,0.3548387096774194,0.22580645161290322,11.258064516129032,11.612903225806452,4.193548387096774,3.935483870967742,13.451612903225806,16.612903225806452,2.2903225806451615,2.4516129032258065,3.0,0.0,H
4.0,11.0,1.40625,1.09375,2.0,0.9375,0.34375,0.34375,10.625,11.15625,4.46875,3.5625,14.53125,14.8125,2.65625,2.1875,4.0,0.0,H
8.0,14.0,1.5625,0.625,1.5,0.5,0.4375,0.1875,16.0625,8.625,5.8125,2.90625,14.375,13.96875,2.5,2.84375,1.0,2.0,A
11.0,6.0,1.0,1.6875,1.25,1.75,0.21875,0.5625,11.65625,15.75,4.0,5.53125,16.5625,14.4375,2.5,2.40625,2.0,2.0,D
2.0,7.0,1.84375,1.53125,2.375,1.375,0.53125,0.53125,17.0625,13.96875,5.59375,4.78125,14.125,14.0625,1.9375,2.15625,2.0,2.0,D
2.0,8.0,2.34375,1.28125,2.176470588235294,0.9375,0.65625,0.34375,17.1875,11.125,6.90625,4.125,10.0,13.28125,1.59375,2.25,3.0,0.0,H
12.0,13.0,0.78125,0.90625,0.5,0.8125,0.09375,0.28125,9.90625,11.34375,3.0625,3.78125,15.0,12.5625,2.59375,2.21875,0.0,0.0,D
13.0,1.0,0.96875,2.0,1.0,1.5,0.0625,0.8125,11.25,14.84375,3.6875,5.78125,14.53125,12.875,2.4375,1.90625,0.0,2.0,A
0.0,5.0,2.1875,1.65625,2.6875,1.7058823529411764,0.71875,0.5625,17.5,14.59375,5.84375,5.28125,12.59375,15.96875,1.8125,2.25,1.0,1.0,D
10.0,9.0,1.25,1.25,1.0625,1.0,0.3125,0.375,11.375,13.875,4.1875,4.4375,14.0,14.0625,2.40625,1.96875,2.0,1.0,H
3.0,13.0,1.875,0.8125,2.3125,0.625,0.34375,0.15625,15.21875,10.3125,5.03125,3.25,15.78125,15.4375,2.09375,2.28125,1.0,1.0,D
5.0,13.0,1.696969696969697,0.9393939393939394,1.6875,0.8823529411764706,0.5757575757575758,0.2727272727272727,14.303030303030303,11.333333333333334,5.212121212121212,3.8484848484848486,16.0,12.757575757575758,2.242424242424242,2.242424242424242,3.0,2.0,H
5.0,2.0,1.6666666666666667,1.9090909090909092,1.7058823529411764,1.4705882352941178,0.45454545454545453,0.5151515151515151,15.969696969696969,16.848484848484848,5.909090909090909,5.606060606060606,14.242424242424242,14.030303030303031,2.515151515151515,1.9090909090909092,5.0,4.0,H
10.0,4.0,1.0909090909090908,1.9090909090909092,1.2352941176470589,1.5294117647058822,0.3333333333333333,0.36363636363636365,11.212121212121213,15.424242424242424,3.5454545454545454,5.03030303030303,14.727272727272727,15.636363636363637,2.1515151515151514,2.0606060606060606,1.0,3.0,A
0.0,11.0,2.0606060606060606,0.9696969696969697,2.588235294117647,0.7058823529411765,0.8181818181818182,0.21212121212121213,14.93939393939394,11.636363636363637,5.7272727272727275,3.9393939393939394,12.787878787878787,16.454545454545453,1.8484848484848484,2.4545454545454546,4.0,0.0,H
5.0,12.0,1.8181818181818181,0.8181818181818182,1.8823529411764706,1.1176470588235294,0.5757575757575758,0.09090909090909091,15.787878787878787,9.818181818181818,5.575757575757576,3.0303030303030303,14.303030303030303,14.787878787878787,2.3636363636363638,2.5454545454545454,6.0,2.0,H
7.0,14.0,1.5151515151515151,0.6666666666666666,1.6470588235294117,0.5882352941176471,0.5151515151515151,0.21212121212121213,14.393939393939394,8.696969696969697,5.0,3.0303030303030303,14.090909090909092,14.06060606060606,2.1818181818181817,2.878787878787879,1.0,2.0,A
8.0,13.0,1.2424242424242424,0.8484848484848485,1.4705882352941178,0.7058823529411765,0.36363636363636365,0.18181818181818182,13.757575757575758,10.424242424242424,4.454545454545454,3.3333333333333335,13.909090909090908,15.363636363636363,1.9696969696969697,2.303030303030303,1.0,2.0,A
9.0,2.0,1.2727272727272727,2.3333333333333335,1.1176470588235294,2.5,0.30303030303030304,0.6363636363636364,11.272727272727273,17.272727272727273,4.181818181818182,6.878787878787879,13.848484848484848,10.181818181818182,2.4242424242424243,1.5757575757575757,2.0,2.0,D
7.0,5.0,1.303030303030303,1.393939393939394,1.6470588235294117,0.8235294117647058,0.36363636363636365,0.3333333333333333,11.333333333333334,10.666666666666666,4.151515151515151,4.424242424242424,13.212121212121213,14.545454545454545,2.212121212121212,2.606060606060606,2.0,1.0,H
13.0,1.0,0.9696969696969697,2.242424242424242,1.0,1.8235294117647058,0.06060606060606061,0.7272727272727273,11.393939393939394,17.666666666666668,3.696969696969697,5.848484848484849,14.393939393939394,12.575757575757576,2.4242424242424243,1.7575757575757576,1.0,4.0,A
6.0,0.0,1.7058823529411764,2.0588235294117645,1.7058823529411764,1.5294117647058822,0.5588235294117647,0.7941176470588235,14.264705882352942,14.970588235294118,5.264705882352941,5.794117647058823,15.911764705882353,12.676470588235293,2.264705882352941,1.8529411764705883,2.0,2.0,D
3.0,7.0,1.8823529411764706,1.2352941176470589,2.235294117647059,1.0,0.35294117647058826,0.35294117647058826,15.705882352941176,13.558823529411764,5.029411764705882,4.4411764705882355,15.529411764705882,13.764705882352942,2.0294117647058822,1.9705882352941178,1.0,1.0,D
10.0,6.0,1.0294117647058822,1.2647058823529411,1.1764705882352942,0.8823529411764706,0.29411764705882354,0.35294117647058826,11.323529411764707,11.176470588235293,3.911764705882353,4.088235294117647,12.764705882352942,13.205882352941176,2.2058823529411766,2.235294117647059,4.0,0.0,H
3.0,12.0,1.3823529411764706,0.9411764705882353,1.9411764705882353,0.8823529411764706,0.35294117647058826,0.058823529411764705,10.794117647058824,11.470588235294118,4.411764705882353,3.823529411764706,14.588235294117647,14.470588235294118,2.5588235294117645,2.4705882352941178,1.0,0.0,H
12.0,6.0,0.8529411764705882,1.5,1.0,1.3529411764705883,0.17647058823529413,0.5,10.441176470588236,14.352941176470589,3.323529411764706,5.0588235294117645,15.411764705882353,14.088235294117647,2.323529411764706,2.1470588235294117,1.0,1.0,D
13.0,7.0,0.6764705882352942,1.3235294117647058,0.7647058823529411,1.5294117647058822,0.20588235294117646,0.3235294117647059,8.970588235294118,11.264705882352942,3.2058823529411766,4.235294117647059,13.970588235294118,13.823529411764707,2.8529411764705883,2.4411764705882355,1.0,3.0,A
9.0,9.0,0.9705882352941176,1.1176470588235294,1.2352941176470589,1.0,0.20588235294117646,0.35294117647058826,11.735294117647058,11.117647058823529,3.8529411764705883,3.5,16.41176470588235,14.764705882352942,2.411764705882353,2.1470588235294117,1.0,2.0,A
2.0,1.0,1.8529411764705883,2.2941176470588234,2.235294117647059,2.411764705882353,0.5,0.6470588235294118,16.764705882352942,17.235294117647058,5.529411764705882,6.794117647058823,13.882352941176471,10.147058823529411,1.911764705882353,1.588235294117647,0.0,1.0,A
11.0,5.0,0.8529411764705882,1.6176470588235294,0.5882352941176471,1.5294117647058822,0.11764705882352941,0.4411764705882353,9.823529411764707,15.882352941176471,3.0,5.823529411764706,14.647058823529411,14.088235294117647,2.5294117647058822,2.5,2.0,0.0,H
0.0,4.0,2.2058823529411766,1.8529411764705883,2.588235294117647,1.8235294117647058,0.7058823529411765,0.5882352941176471,17.5,15.735294117647058,5.852941176470588,5.617647058823529,12.5,14.176470588235293,1.7058823529411764,2.411764705882353,1.0,3.0,A
0.0,3.0,2.0285714285714285,1.8571428571428572,2.5,1.5,0.7714285714285715,0.34285714285714286,15.17142857142857,15.514285714285714,5.771428571428571,4.942857142857143,12.742857142857142,15.4,1.8857142857142857,2.0285714285714285,1.0,1.0,D
2.0,4.0,2.3142857142857145,1.3714285714285714,2.2222222222222223,0.8333333333333334,0.6571428571428571,0.34285714285714286,17.542857142857144,10.714285714285714,6.857142857142857,4.371428571428571,9.971428571428572,14.342857142857143,1.5714285714285714,2.4857142857142858,3.0,1.0,H
10.0,11.0,1.1142857142857143,0.8571428571428571,1.2222222222222223,1.1111111111111112,0.34285714285714286,0.11428571428571428,10.942857142857143,9.971428571428572,3.4571428571428573,3.057142857142857,14.914285714285715,14.8,2.1714285714285713,2.5428571428571427,1.0,1.0,D
13.0,11.0,0.7428571428571429,1.0285714285714285,0.8888888888888888,0.8888888888888888,0.22857142857142856,0.2857142857142857,9.285714285714286,11.17142857142857,3.342857142857143,3.8857142857142857,14.142857142857142,12.914285714285715,2.8,2.2,3.0,1.0,H
10.0,4.0,0.9714285714285714,1.8,1.2222222222222223,1.3888888888888888,0.22857142857142856,0.4857142857142857,11.685714285714285,16.6,3.8857142857142857,5.485714285714286,16.4,14.228571428571428,2.4571428571428573,1.9142857142857144,1.0,0.0,H
3.0,9.0,2.0,1.2857142857142858,2.1666666666666665,1.1111111111111112,0.6,0.34285714285714286,15.82857142857143,13.4,5.771428571428571,4.514285714285714,14.142857142857142,13.542857142857143,2.342857142857143,1.9428571428571428,7.0,3.0,H
7.0,1.0,1.4857142857142858,2.257142857142857,1.6111111111111112,1.9444444444444444,0.4857142857142857,0.7142857142857143,14.314285714285715,17.685714285714287,4.9714285714285715,5.9714285714285715,14.028571428571428,12.4,2.2,1.6857142857142857,1.0,4.0,A
12.0,12.0,0.9142857142857143,0.8571428571428571,0.9444444444444444,0.7222222222222222,0.05714285714285714,0.2,11.428571428571429,10.514285714285714,3.7714285714285714,3.3142857142857145,14.485714285714286,15.571428571428571,2.4857142857142858,2.3142857142857145,0.0,1.0,A
8.0,7.0,1.3428571428571427,1.6285714285714286,1.1666666666666667,1.5555555555555556,0.3142857142857143,0.42857142857142855,11.285714285714286,15.8,4.3428571428571425,5.828571428571428,13.885714285714286,14.228571428571428,2.5142857142857142,2.4857142857142858,2.0,2.0,D
7.0,6.0,1.2571428571428571,1.6857142857142857,1.6111111111111112,1.6666666666666667,0.34285714285714286,0.5428571428571428,11.2,14.114285714285714,4.114285714285714,5.228571428571429,13.257142857142858,16.0,2.2857142857142856,2.2857142857142856,1.0,1.0,D
7.0,8.0,1.6666666666666667,1.4722222222222223,1.6666666666666667,1.3333333333333333,0.5277777777777778,0.4722222222222222,14.11111111111111,14.277777777777779,5.277777777777778,4.944444444444445,15.86111111111111,13.86111111111111,2.2777777777777777,2.1666666666666665,1.0,1.0,D
6.0,3.0,1.6666666666666667,2.0,1.7777777777777777,1.8333333333333333,0.4444444444444444,0.5833333333333334,15.86111111111111,15.777777777777779,5.916666666666667,5.75,14.222222222222221,14.222222222222221,2.4722222222222223,2.361111111111111,3.0,2.0,H
11.0,15.0,1.0833333333333333,0.9166666666666666,1.2777777777777777,0.8888888888888888,0.3055555555555556,0.05555555555555555,11.277777777777779,11.527777777777779,3.9722222222222223,3.7777777777777777,12.805555555555555,14.444444444444445,2.1944444444444446,2.4722222222222223,3.0,1.0,H
5.0,16.0,1.4166666666666667,0.7777777777777778,2.0,0.6666666666666666,0.3611111111111111,0.2222222222222222,10.833333333333334,9.36111111111111,4.416666666666667,3.3333333333333335,14.416666666666666,14.055555555555555,2.4722222222222223,2.7777777777777777,3.0,2.0,H
14.0,8.0,0.8611111111111112,1.2222222222222223,1.0,0.8333333333333334,0.2222222222222222,0.3333333333333333,10.527777777777779,11.25,3.4166666666666665,4.111111111111111,15.5,13.166666666666666,2.3055555555555554,2.2777777777777777,1.0,0.0,H
3.0,9.0,1.7777777777777777,1.3611111111111112,2.1666666666666665,1.5555555555555556,0.4722222222222222,0.3333333333333333,16.77777777777778,11.305555555555555,5.527777777777778,4.333333333333333,14.194444444444445,13.86111111111111,1.9444444444444444,2.4722222222222223,1.0,2.0,A
13.0,12.0,0.8611111111111112,0.9444444444444444,0.6111111111111112,0.6666666666666666,0.1388888888888889,0.2222222222222222,9.972222222222221,11.722222222222221,3.0555555555555554,3.861111111111111,14.88888888888889,16.444444444444443,2.5,2.4166666666666665,1.0,0.0,H
0.0,2.0,2.2777777777777777,2.0,2.611111111111111,1.5,0.7222222222222222,0.75,17.583333333333332,15.194444444444445,6.0,5.75,12.305555555555555,12.555555555555555,1.7222222222222223,1.8888888888888888,3.0,1.0,H
10.0,12.0,1.2777777777777777,1.1111111111111112,1.4444444444444444,1.0,0.3333333333333333,0.3333333333333333,13.36111111111111,10.833333333333334,4.472222222222222,3.388888888888889,13.63888888888889,14.88888888888889,1.9444444444444444,2.2222222222222223,1.0,1.0,D
4.0,1.0,1.8055555555555556,2.388888888888889,2.111111111111111,2.5555555555555554,0.3333333333333333,0.6666666666666666,15.36111111111111,17.47222222222222,4.833333333333333,6.833333333333333,15.305555555555555,9.944444444444445,2.0277777777777777,1.5555555555555556,0.0,5.0,A
11.0,0.0,1.162162162162162,2.3513513513513513,1.3157894736842106,2.1052631578947367,0.32432432432432434,0.7297297297297297,10.837837837837839,17.62162162162162,3.4054054054054053,6.135135135135135,14.783783783783784,12.27027027027027,2.2162162162162162,1.6756756756756757,3.0,5.0,A
1.0,6.0,2.4324324324324325,1.6486486486486487,2.3157894736842106,1.5263157894736843,0.6756756756756757,0.43243243243243246,17.513513513513512,15.81081081081081,6.891891891891892,5.891891891891892,9.945945945945946,14.054054054054054,1.5675675675675675,2.4324324324324325,4.0,1.0,H
18.0,8.0,0.7567567567567568,1.6486486486486487,0.8421052631578947,1.631578947368421,0.21621621621621623,0.5405405405405406,9.324324324324325,14.08108108108108,3.324324324324324,5.27027027027027,14.108108108108109,15.891891891891891,2.7837837837837838,2.27027027027027,0.0,1.0,A
13.0,5.0,0.972972972972973,1.7837837837837838,1.263157894736842,1.4736842105263157,0.24324324324324326,0.32432432432432434,11.621621621621621,15.054054054054054,3.864864864864865,4.72972972972973,16.45945945945946,15.432432432432432,2.4054054054054053,2.108108108108108,2.0,1.0,H
0.0,16.0,2.027027027027027,0.8378378378378378,2.526315789473684,0.6842105263157895,0.7567567567567568,0.21621621621621623,15.297297297297296,10.486486486486486,5.783783783783784,3.3783783783783785,12.567567567567568,15.45945945945946,1.864864864864865,2.27027027027027,3.0,0.0,H
3.0,4.0,1.972972972972973,1.8108108108108107,2.1052631578947367,1.4736842105263157,0.5675675675675675,0.4864864864864865,15.54054054054054,16.56756756756757,5.621621621621622,5.45945945945946,14.324324324324325,14.18918918918919,2.3513513513513513,1.945945945945946,1.0,3.0,A
7.0,14.0,1.5135135135135136,1.054054054054054,1.6842105263157894,0.8421052631578947,0.4864864864864865,0.2972972972972973,14.513513513513514,11.18918918918919,4.972972972972973,3.864864864864865,13.72972972972973,12.675675675675675,2.1621621621621623,2.189189189189189,3.0,0.0,H
10.0,6.0,1.4864864864864864,1.4324324324324325,1.4210526315789473,0.8947368421052632,0.35135135135135137,0.35135135135135137,11.35135135135135,10.91891891891892,4.4324324324324325,4.45945945945946,13.837837837837839,14.621621621621621,2.4324324324324325,2.5405405405405403,6.0,2.0,H
9.0,11.0,1.2162162162162162,1.2702702702702702,1.5789473684210527,1.105263157894737,0.32432432432432434,0.32432432432432434,11.27027027027027,13.216216216216216,4.081081081081081,4.45945945945946,13.054054054054054,13.567567567567568,2.2432432432432434,1.945945945945946,1.0,1.0,D
